id,screen_name,text,polarity,criterioPropio,
8.80E+17,@gmatty386,RT @elcitizen: Comienza la semana más complicada para el gobierno. Este luce enredado y la calle sigue golpeándolo. Mi solidaridad con los…,0,0,0
8.80E+17,@Chorreron,RT @Javierito321: Los que detestan las trancas seguro no se quejan de la tranca que tiene el gobierno al desarrollo del país ¡ESA SI ES UNA…,0,0,0
8.80E+17,@delfimpl,"RT @Alcortudo: Mientras Boca pregunta condiciones por los refuerzos y Costa lo informa, el resto de los clubes ya tienen los refuerzos entr…",1,1,0
8.80E+17,@MoninaJa,RT @andreschola: #26Jun La gente en José Félix Ribas protesta por incumpliento en la entrega de bolsas Clap. Otro guiso de este gobierno.,1,0,1
8.80E+17,@nestdez,RT @LadyGhostVzla: #TrancamosPorVzla en la protesta de la Av. Bolívar de #PuertoLaCruz  opositores fueron atacados y heridos por perso… ,1,0,1
8.80E+17,@a_chevasco,"RT @Gabitegui: Exfiscal Chiriboga dice q en Perú, delatores internos dieron información que #Odebrecht no había entregado. En Ecuador no ha…",0,-1,1
8.80E+17,@irisebas,RT @CaraotaDigital: #Consecomercio: El gobierno se dedica a imprimir billetes para cubrir los errores cometidos https://t.co/CNk5mOBkV9 htt…,0,0,0
8.80E+17,@marilyssia,"RT @evoespueblo: El gobierno de EEUU usa lucha antidroga para intervenir países, y no realiza ninguna acción por reducir el consumo de drog…",1,1,0
8.80E+17,@EJECUTIVOORO,"RT @la_cabilla: #LaCabillaPartiendola ""El chavismo no es un “gobierno malo” sino un gobierno del mal"" @APIntegra… ",0,0,0
8.80E+17,@PauletteCMR,No que descubrieran al mismísimo @malditoguayaco para emocionarse. 😪😪😪😪 https://t.co/R4c2Vj9SYT,1,1,0
8.80E+17,@eliqueen4,RT @EnkiVzla: RT renanfco26: Así se encuentra el Barrio San José en #Maracay Manifestantes instalan barricadas Rechazan gobierno… https://t…,1,1,0
8.80E+17,@chef_cesar_1981,La nueva propuesta de casa Cesar .. Tutano al horno... #otavalo #yoamootavalo #imbabura #ecuador… https://t.co/HfQB390tV0,1,1,0
8.80E+17,@Thairyb,"RT @NTN24ve: MINUTO A MINUTO | @MariaCorinaYA informa de ataque de la Policía de Aragua a urbanización San Isidro, Maracay… ",0,0,0
8.80E+17,@yam2168,"RT @ObservadBinario: ¡Ay, Dios, cómo odio no equivocarme en esto!... No se duerman... Esto parece desencdenarse... https://t.co/9Hu8PzGyVT",0,0,0
8.80E+17,@Ven_Cuba,Venezuela – ¡VAGINICIDIO! Opositoras planean dejar sin sexo a sus maridos para “tumbar” al gobierno… https://t.co/andKhUjbgA,0,0,0
8.80E+17,@morelese1,"El_Universal_Mx: El director de la Policía Nacional de España, Ignacio Cosidó Gutiérrez, reconoció el esfuerzo del… https://t.co/k8Ew7D2Hte",0,0,0
8.80E+17,@margag70,RT @AlbertoRT51: ÚLTIMA HORA | Los enfrentamientos en La Urbina: Esbirros del Gobierno arremeten con furia contra edificios y vehícu… ,0,0,0
8.80E+17,@esparragosa1,RT @NoticiasVenezue: Rodríguez Torres presentará pruebas que demuestran vínculos del Gobierno con narcotráfico https://t.co/rqMKPyCHZF http…,1,1,0
8.80E+17,@alabanzaajesus,RT @andreschola: #26Jun La gente en José Félix Ribas protesta por incumpliento en la entrega de bolsas Clap. Otro guiso de este gobierno.,1,0,1
8.80E+17,@Roswallrprieto,RT @EnkiVzla: RT renanfco26: Así se encuentra el Barrio San José en #Maracay Manifestantes instalan barricadas Rechazan gobierno… https://t…,1,-1,1
8.80E+17,@nahdezda,RT @AlbertoRT51: URGENTE | 9:00pm- Así se encuentra el Barrio San José en #Maracay: Manifestantes instalan barricadas: Rechazan gobi… ,1,0,1
8.80E+17,@XabierCosco,"Y al gobierno no le va a ir nada bien con la constituyente, no se puede imponer a la fuerza Al paso q van les queda… https://t.co/vFTjvAuJ89",0,0,0
8.80E+17,@JavierArtiles,RT @eleonorabruzual: Ya el Trancazo de hoy muestra su contundencia... Es bueno que los diputados de la @AsambleaVE apuren el gobierno de tr…,1,1,0
8.80E+17,@anamvaldes2,"RT @oleajeperpetuo: En las #Elecciones2017 de Octubre, 
¿vas a apoyar al gobierno #neoliberal de Macri para que siga gobernando para los ri…",1,-1,1
8.80E+17,@Boina49,RT @NoticiasVenezue: Rodríguez Torres presentará pruebas que demuestran vínculos del Gobierno con narcotráfico https://t.co/rqMKPyCHZF http…,1,1,0
8.80E+17,@JLCarrero,RT @Javierito321: Los que detestan las trancas seguro no se quejan de la tranca que tiene el gobierno al desarrollo del país ¡ESA SI ES UNA…,0,0,0
8.80E+17,@armandovuelo,RT @r3dmx: El informe #GobiernoEspía contiene varios hechos que son irrefutables por el gobierno federal: https://t.co/WLwYoZaLlM,1,1,0
8.80E+17,@romi_ariadna,RT @GFranco8: @damifrascarelli Renovó su contrato con #River de Ecuador hasta 2020! El Uruguayo tuvo una gran campaña a base de b… ,1,1,0
8.80E+17,@DalenhiTriant,"RT @aceloruiz: Gobierno espía, gobierno cómplice de los corruptos. https://t.co/N7E21L3YZr",0,0,0
8.80E+17,@AnaFlorRaucci,RT @elcitizen: Comienza la semana más complicada para el gobierno. Este luce enredado y la calle sigue golpeándolo. Mi solidaridad con los…,0,0,0
8.80E+17,@ajramirez22,RT @AlbertoRT51: ÚLTIMA HORA | Los enfrentamientos en La Urbina: Esbirros del Gobierno arremeten con furia contra edificios y vehícu… ,0,0,0
8.80E+17,@Chichi47266791,"@DaniloMedina, El equipo ciudad segura Apollando la gestión de gobierno del presidente medina https://t.co/KSE5GHBbt5",1,1,0
8.80E+17,@andresequi,"RT @franciscoendara: Todo el mundo lo sabe 😂
Parece que es un secreto a voces en Ecuador. https://t.co/e8oOJBv2u0",0,0,0
8.80E+17,@GranSabana6,Esos actos del Gobierno buscan restarle legitimidad y fuerza a las protestas pacificas que han sido exitosas. @FreddyGuevaraC @hcapriles,1,1,0
8.80E+17,@CesarMendoza76,"RT @elcitizen: Cual es el gobierno de América Latina q asesina, reprime y encarcela a estudiantes. Censura y persigue a periodistas? Maduro…",0,0,0
8.80E+17,@NadjaJTC,"RT @elcitizen: Quién iba a pensar q un supuesto gobierno de izquierda iba a terminar como gorilas, reprimiendo y con las alforjas repletas…",0,0,0
8.80E+17,@lolimonsal,"RT @Proctologo: Duélale a quien le duela, Aquí hay que deshacerse de los políticos inútiles tanto del gobierno como de oposición.",0,0,0
8.80E+17,@montmaty_,RT @DarvinsonRojas: Gobierno botó Bs. 2.058.925.000 para evitar protestas en autopista Francisco Fajardo https://t.co/UGvKZj4za1 https://t.…,1,1,0
8.80E+17,@GonzlezMedalit,RT @noticias_tvperu: EN VIVO| Congreso: grupo que evalúa remoción del #contralor Alarcón sesiona de manera reservada ►… ,1,1,0
8.80E+17,@navasaveledo,RT @renanfco26: Así se encuentra el Barrio San José en #Maracay Manifestantes instalan barricadas Rechazan gobierno d Maduro #26Jun https:/…,1,1,0
8.80E+17,@beto_juan,"QUE VENALES SON EN RADIO  MITRE, TIRAN BOSTA SIN FRENO, ESTÁN CONTRA EL GOBIERNO, NO OBJETIVOS, CANCELAMOS, ESTÁN INVENTANDO",0,0,0
8.80E+17,@wguaido,RT @DiarioTalCual: EL QUE NO AGARRA CONSEJO... Parlasur insta al Gobierno a respetar los DDHH de los venezolanos… ,1,1,0
8.80E+17,@Jacquelinedixit,@otrosuaM Jajaja pendejo.,1,1,0
8.80E+17,@78952cc87b10464,RT @CiudadCCS: Pueblo mapuche de Chile expresa su solidaridad con el Gobierno Bolivariano https://t.co/wEcmiuTwbP,1,1,0
,,,,,50
,,,,error,25%
